Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
58724872,"In the Shadow of Lightning (Glass Immortals, #1)",Brian  McClellan,"McClellan, Brian",,"=""1250755697""","=""9781250755698""",4,Tor Books,Hardcover,576,2022,2022,2025/03/07,2022/05/31,,,read,,,,1,0
29226553,"Dark Age (Red Rising Saga, #5)",Pierce Brown,"Brown, Pierce",,"=""0425285952""","=""9780425285954""",0,Del Rey,ebook,704,2019,2019,,2020/03/29,maybe-not,maybe-not (#4),maybe-not,,,,0,0
33257757,"Iron Gold (Red Rising Saga, #4)",Pierce Brown,"Brown, Pierce",,"=""042528591X""","=""9780425285916""",0,Del Rey,Hardcover,602,2018,2018,,2020/03/29,maybe-not,maybe-not (#3),maybe-not,,,,0,0
18966806,"Morning Star (Red Rising Saga, #3)",Pierce Brown,"Brown, Pierce",,"=""0345539842""","=""9780345539847""",0,Del Rey,Hardcover,524,2016,2016,,2020/03/29,maybe-not,maybe-not (#2),maybe-not,,,,0,0
18966819,"Golden Son (Red Rising Saga, #2)",Pierce Brown,"Brown, Pierce",,"=""0345539826""","=""9780345539823""",0,Del Rey,ebook,466,2015,2015,,2020/03/29,maybe-not,maybe-not (#1),maybe-not,,,,0,0
181031840,"Echo of Worlds (Pandominion, #2)",M.R. Carey,"Carey, M.R.",,"=""035651806X""","=""9780356518060""",5,Orbit,Kindle Edition,496,2024,2024,2025/02/27,2025/02/26,,,read,,,,1,0
62981265,Geneva,Richard Armitage,"Armitage, Richard",Nicola Walker,"=""""","=""""",4,Audible Studios,Audible Audio,,2022,2022,2025/02/26,2025/02/24,,,read,,,,1,0
205670068,Exodus (Archimedes Engine #1),Peter F. Hamilton,"Hamilton, Peter F.",,"=""0593357663""","=""9780593357668""",3,Random House Worlds,Hardcover,928,2024,2024,2025/02/24,2025/02/17,,,read,,,,1,0
61237044,"Infinity Gate (Pandominion, #1)",M.R. Carey,"Carey, M.R.",,"=""0316504386""","=""9780316504386""",5,Orbit,Paperback,499,2023,2023,2025/02/16,2025/02/15,,,read,,,,1,0
59808603,The Mountain in the Sea,Ray Nayler,"Nayler, Ray",,"=""0374605955""","=""9780374605957""",5,MCD,Hardcover,456,2022,2022,2025/02/15,2025/02/11,,,read,,,,1,0
1354758,Kelly: More Than My Share of It All,Clarence L. Johnson,"Johnson, Clarence L.",Maggie Smith,"=""0874744911""","=""9780874744910""",3,Smithsonian Books,Paperback,224,1989,1985,2025/02/11,2025/02/11,,,read,,,,1,0
197063361,In Ascension,Martin MacInnes,"MacInnes, Martin",,"=""0802163467""","=""9780802163462""",0,Black Cat,Paperback,496,2024,2024,,2025/02/09,to-read,to-read (#195),to-read,,,,0,0
40859000,"Delta-v (Delta-v, #1)",Daniel Suarez,"Suarez, Daniel",,"=""1524742414""","=""9781524742416""",0,Dutton,Hardcover,437,2019,2019,,2025/02/09,to-read,to-read (#194),to-read,,,,0,0
202950650,The Book of Elsewhere,Keanu Reeves,"Reeves, Keanu",China Miéville,"=""0593446593""","=""9780593446591""",5,Del Rey,Hardcover,352,2024,2024,2025/02/07,2025/01/29,,,read,,,,1,0
210384894,"Days of Shattered Faith (The Tyrant Philosophers, #3)",Adrian Tchaikovsky,"Tchaikovsky, Adrian",,"=""1035901528""","=""9781035901524""",4,Head of Zeus,Hardcover,525,2024,2024,2025/01/29,2024/12/10,,,read,,,,1,0
150254281,"House of Open Wounds (The Tyrant Philosophers, #2)",Adrian Tchaikovsky,"Tchaikovsky, Adrian",,"=""1035901382""","=""9781035901388""",5,Bloomsbury Publishing ,Hardcover,608,2023,2023,2025/01/04,2024/12/10,,,read,,,,1,0
159116833,"Not Till We Are Lost (Bobiverse, #5)",Dennis E. Taylor,"Taylor, Dennis E.",Ray Porter,"=""""","=""""",4,Audible Originals,Audiobook,12,2024,2024,2024/12/10,2024/12/04,,,read,,,,1,0
44581532,"Made Things (Made Things, #1)",Adrian Tchaikovsky,"Tchaikovsky, Adrian",,"=""1250232996""","=""9781250232991""",5,Tordotcom,Paperback,192,2019,2019,2024/12/04,2024/11/17,,,read,,,,1,0
36454667,"Empire of Silence (The Sun Eater, #1)",Christopher Ruocchio,"Ruocchio, Christopher",,"=""0756413028""","=""9780756413026""",3,DAW,Kindle Edition,753,2018,2018,2024/10/01,2024/09/30,,,read,,,,1,0
201930181,"The Mercy of Gods (The Captive's War, #1)",James S.A. Corey,"Corey, James S.A.",,"=""031652557X""","=""9780316525572""",5,Orbit,Hardcover,432,2024,2024,2024/09/30,2024/09/24,,,read,,,,1,0
31279685,Push Back (Disruption #2),R.E. McDermott,"McDermott, R.E.",,"=""""","=""""",3,R.E. McDermott,Kindle Edition,391,2016,,2024/09/22,2024/09/06,,,read,,,,1,0
18138994,Great North Road,Peter F. Hamilton,"Hamilton, Peter F.",,"=""0345526686""","=""9780345526687""",2,Del Rey,Kindle Edition,977,2013,2012,2015/07/15,2012/12/26,,,read,,,,1,0
36212493,Promises To Keep (Disruption #3),R.E. McDermott,"McDermott, R.E.",,"=""""","=""""",0,R.E. McDermott,Kindle Edition,389,2017,,,2024/09/06,to-read,to-read (#193),to-read,,,,0,0
26790758,Under a Tell-Tale Sky (Disruption #1),R.E. McDermott,"McDermott, R.E.",,"=""""","=""""",4,R.E. McDermott,Kindle Edition,352,2015,2015,2024/09/06,2024/09/01,,,read,,,,1,0
195790861,Service Model,Adrian Tchaikovsky,"Tchaikovsky, Adrian",,"=""1250290287""","=""9781250290281""",5,Tor Books,Hardcover,384,2024,2024,2024/08/22,2024/08/22,,,read,,,,1,0
972534,"Venus in Copper (Marcus Didius Falco, #3)",Lindsey Davis,"Davis, Lindsey",,"=""0345373901""","=""9780345373908""",4,Ballantine Books,Mass Market Paperback,275,1993,1991,2024/08/21,2024/08/12,,,read,,,,1,0
195443798,Alien Clay,Adrian Tchaikovsky,"Tchaikovsky, Adrian",,"=""""","=""""",5,Tor,Kindle Edition,396,2024,2024,2024/07/27,2024/07/12,,,read,,,,1,0
42950440,"Heaven's River (Bobiverse, #4)",Dennis E. Taylor,"Taylor, Dennis E.",Ray Porter,"=""""","=""""",4,Audible Studios,Audible Audio,,2020,2020,2024/05/02,2024/04/24,,,read,,,,1,0
23692271,Sapiens: A Brief History of Humankind,Yuval Noah Harari,"Harari, Yuval Noah",,"=""""","=""""",4,Vintage,Paperback,512,2015,2011,2024/04/20,2024/04/14,,,read,,,,1,0
40037112,Exactly,Simon Winchester,"Winchester, Simon",,"=""0008241775""","=""9780008241773""",5,William Collins,Trade Paperback,395,2018,2018,2024/04/14,2024/04/10,,,read,,,,1,0
28811016,"Sins of Empire (Gods of Blood and Powder, #1)",Brian  McClellan,"McClellan, Brian",,"=""0316407216""","=""9780316407212""",4,Orbit,Hardcover,624,2017,2017,2024/03/25,2018/05/16,,,read,,,,1,0
60784306,"The Lies of the Ajungo (Forever Desert, #1)",Moses Ose Utomi,"Utomi, Moses Ose",,"=""1250849063""","=""9781250849069""",0,Tordotcom,Hardcover,87,2023,2023,,2024/04/06,to-read,to-read (#192),to-read,,,,0,0
156784,Permutation City,Greg Egan,"Egan, Greg",,"=""006105481X""","=""9780061054815""",0,HarperPrism,Mass Market Paperback,352,1995,1994,,2024/04/06,to-read,to-read (#191),to-read,,,,0,0
13521459,Red Country,Joe Abercrombie,"Abercrombie, Joe",,"=""0316214442""","=""9780316214445""",5,Orbit,Kindle Edition,469,2012,2012,2024/02/27,2023/11/22,,,read,,,,1,0
76240,The Adventures and the Memoirs of Sherlock Holmes (Union Square Kids Unabridged Classics),Arthur Conan Doyle,"Doyle, Arthur Conan",Scott McKowen,"=""140271453X""","=""9781402714535""",0,Sterling Children's Books,Hardcover,576,2004,1893,,2012/12/26,,,read,,,,1,0
9300768,The Heroes,Joe Abercrombie,"Abercrombie, Joe",,"=""0316123358""","=""9780316123358""",5,Orbit,ebook,581,2011,2011,2024/02/26,2023/11/22,,,read,,,,1,0
18423,The Left Hand of Darkness,Ursula K. Le Guin,"Guin, Ursula K. Le",,"=""""","=""""",0,Ace,Paperback,304,2000,1969,,2024/02/13,to-read,to-read (#190),to-read,,,,0,0
65211701,"System Collapse (The Murderbot Diaries, #7)",Martha Wells,"Wells, Martha",,"=""1250826977""","=""9781250826978""",5,Tor Publishing Group/Tordotcom,Hardcover,245,2023,2023,2024/01/31,2023/07/20,,,read,,,,1,0
53205854,"Fugitive Telemetry (The Murderbot Diaries, #6)",Martha Wells,"Wells, Martha",,"=""1250765374""","=""9781250765376""",5,Tor.com,Hardcover,168,2021,2021,2024/01/22,2023/07/20,,,read,,,,1,0
52381770,"Network Effect (The Murderbot Diaries, #5)",Martha Wells,"Wells, Martha",,"=""""","=""""",5,Tor.com,Hardcover,350,2020,2020,2024/01/18,2023/07/20,,,read,,,,1,0
55259808,"Wayward Galaxy (Wayward Galaxy, #1)",Jason Anspach,"Anspach, Jason",J.N. Chaney,"=""""","=""""",3,Variant Publications,Kindle Edition,538,2020,2020,2023/12/18,2023/12/18,,,read,,,,1,0
13642,"A Wizard of Earthsea (Earthsea Cycle, #1)",Ursula K. Le Guin,"Guin, Ursula K. Le",,"=""""","=""""",0,,Paperback,183,2004,1968,,2023/12/25,to-read,to-read (#189),to-read,,,,0,0
2315892,Best Served Cold,Joe Abercrombie,"Abercrombie, Joe",,"=""0575082453""","=""9780575082458""",4,Gollancz,Hardcover,534,2009,2009,2023/12/15,2023/11/22,,,read,,,,1,0
26030742,Sharp Ends,Joe Abercrombie,"Abercrombie, Joe",,"=""031639081X""","=""9780316390811""",0,Orbit,Hardcover,304,2016,2016,,2023/11/22,to-read,to-read (#188),to-read,,,,0,0
944073,"The Blade Itself (The First Law, #1)",Joe Abercrombie,"Abercrombie, Joe",,"=""0575079797""","=""9780575079793""",5,Gollancz,Paperback,515,2007,2006,,2023/01/21,,,read,,,,1,0
944076,"Last Argument of Kings (The First Law, #3)",Joe Abercrombie,"Abercrombie, Joe",,"=""0575077905""","=""9780575077904""",5,Gollancz,Trade Paperback,536,2008,2008,2023/11/22,2023/11/06,,,read,,,,1,0
902715,"Before They Are Hanged (The First Law, #2)",Joe Abercrombie,"Abercrombie, Joe",,"=""0575077883""","=""9780575077881""",5,Gollancz,Trade Paperback,441,2007,2007,2023/11/06,2023/10/17,,,read,,,,1,0
55660735,Hero of Two Worlds: The Marquis de Lafayette in the Age of Revolution,Mike     Duncan,"Duncan, Mike",,"=""154173033X""","=""9781541730335""",5,PublicAffairs,Hardcover,512,2021,2021,2023/10/18,2023/01/28,,,read,,,,1,0
100365,"The Mote in God's Eye (Moties, #1)",Larry Niven,"Niven, Larry",Jerry Pournelle,"=""156865054X""","=""9781568650548""",0,Spectrum Literary Agency,ebook,596,2011,1974,2023/09/23,2023/09/05,,,read,,,,1,0
150038753,Unruly: A History of England's Kings and Queens,David   Mitchell,"Mitchell, David",,"=""1405953187""","=""9781405953184""",0,Michael Joseph,Paperback,431,2023,2023,,2023/06/04,to-read,to-read (#184),to-read,,,,0,0
160449,Treasure Island,Tim Hamilton,"Hamilton, Tim",Robert Louis Stevenson,"=""0142404705""","=""9780142404706""",0,Puffin Books,Paperback,176,2005,2006,,2012/12/26,,,read,,,,1,0
100351,"The Smoke Ring (The State, #3)",Larry Niven,"Niven, Larry",,"=""0345302575""","=""9780345302571""",4,Del Rey,Mass Market Paperback,323,1988,1987,2023/09/05,2023/08/21,,,read,,,,1,0
939740,"The Integral Trees (The State, #2)",Larry Niven,"Niven, Larry",,"=""0345320654""","=""9780345320650""",4,Del Rey Ballantine,Mass Market Paperback,272,1985,1984,2023/08/25,2023/08/21,,,read,,,,1,0
64725,"A World Out of Time (The State, #1)",Larry Niven,"Niven, Larry",,"=""0345336968""","=""9780345336965""",0,Del Rey / Ballantine,Mass Market Paperback,246,1986,1976,,2023/08/21,to-read,to-read (#187),to-read,,,,0,0
17348191,"The Bloodline Feud (The Merchant Princes, #1-2)",Charles Stross,"Stross, Charles",,"=""0230771734""","=""9780230771734""",5,Tor UK,Paperback,564,2013,2013,2023/08/11,2023/08/10,,,read,,,,1,0
62315578,"Lords of Uncreation (The Final Architecture, #3)",Adrian Tchaikovsky,"Tchaikovsky, Adrian",,"=""1668628104""","=""9781668628102""",5,Orbit,Hardcover,608,2023,2023,2023/08/10,2023/07/27,,,read,,,,1,0
60147395,"City of Last Chances (The Tyrant Philosophers, #1)",Adrian Tchaikovsky,"Tchaikovsky, Adrian",,"=""1801108420""","=""9781801108423""",5,Head of Zeus,Hardcover,500,2022,2022,2023/07/27,2023/07/15,,,read,,,,1,0
35519109,"Exit Strategy (The Murderbot Diaries, #4)",Martha Wells,"Wells, Martha",,"=""""","=""""",0,Tordotcom,Kindle Edition,172,2018,2018,,2023/07/20,to-read,to-read (#186),to-read,,,,0,0
287861,"Mortal Engines (Mortal Engines, #1)",Philip Reeve,"Reeve, Philip",,"=""0060082097""","=""9780060082093""",0,Harper Collins US UK,Paperback,326,2004,2001,,2023/07/19,to-read,to-read (#185),to-read,,,,0,0
34066798,A Gentleman in Moscow,Amor Towles,"Towles, Amor",,"=""""","=""""",5,Penguin Books,Paperback,495,2019,2016,2023/07/13,2023/06/28,,,read,,,,1,0
17611937,The Tournament,Matthew Reilly,"Reilly, Matthew",,"=""1409147193""","=""9781409147190""",4,Orion,Paperback,432,2014,2013,2023/06/28,2023/06/23,,,read,,,,1,0
40604658,"Jurassic Park (Jurassic Park, #1)",Michael Crichton,"Crichton, Michael",,"=""0307763056""","=""9780307763051""",5,Ballantine Books,Kindle Edition,466,2012,1990,,2023/06/28,,,read,,,,1,0
972533,"Shadows in Bronze (Marcus Didius Falco, #2)",Lindsey Davis,"Davis, Lindsey",,"=""0345374266""","=""9780345374264""",4,Ballantine Books,Mass Market Paperback,354,1992,1990,2023/06/23,2023/06/23,,,read,,,,1,0
976419,Nero's Killing Machine: The True Story of Rome's Remarkable 14th Legion,Stephen Dando-Collins,"Dando-Collins, Stephen",,"=""0471675016""","=""9780471675013""",4,Trade Paper Press,Hardcover,,2004,2004,2023/06/16,2023/06/05,,,read,,,,1,0
30558257,"Unsouled (Cradle, #1)",Will Wight,"Wight, Will",,"=""""","=""""",4,Hidden Gnome Publishing,Kindle Edition,294,2016,2016,2023/06/05,2020/01/06,,,read,,,,1,0
23524779,Guns of the Dawn,Adrian Tchaikovsky,"Tchaikovsky, Adrian",,"=""1447272676""","=""9780230770034""",4,Tor UK/Panmacmillan,Paperback,658,2015,2015,2023/05/30,2023/05/06,,,read,,,,1,0
20518872,"The Three-Body Problem (Remembrance of Earth’s Past, #1)",Liu Cixin,"Cixin, Liu",Ken Liu,"=""""","=""""",4,Tor Books,Hardcover,472,2014,2006,2023/05/05,2020/05/01,,,read,,,,1,0
1901966,"The Man Who Knew Too Much: The Inventive Life of Robert Hooke, 1635-1703",Stephen Inwood,"Inwood, Stephen",,"=""0330488295""","=""9780330488297""",0,Pan MacMillan,Paperback,512,2003,2002,,2023/04/26,,,read,,,,1,0
822,"The Confusion (The Baroque Cycle, #2)",Neal Stephenson,"Stephenson, Neal",,"=""0060733357""","=""9780060733353""",5,William Morrow Paperbacks,Paperback,815,2005,2004,,2012/12/26,,,read,,,,2,0
116257,"The System of the World (The Baroque Cycle, #3)",Neal Stephenson,"Stephenson, Neal",,"=""0060750863""","=""9780060750862""",5,William Morrow Paperbacks,Paperback,908,2005,2004,2023/04/20,2012/12/26,,,read,,,,1,0
60850767,"Children of Memory (Children of Time, #3)",Adrian Tchaikovsky,"Tchaikovsky, Adrian",,"=""1529087201""","=""9781529087208""",5,Tor,Kindle Edition,486,2022,2022,2023/04/25,2023/01/16,,,read,,,,1,0
823,"Quicksilver (The Baroque Cycle, #1)",Neal Stephenson,"Stephenson, Neal",,"=""""","=""""",5,HarperCollins Perennial,Paperback,927,2004,2003,,2012/12/26,,,read,,,,2,0
34184069,The Storm Before the Storm: The Beginning of the End of the Roman Republic,Mike     Duncan,"Duncan, Mike",,"=""1610397215""","=""9781610397216""",5,PublicAffairs,Hardcover,327,2017,2017,2018/10/12,2018/10/12,,,read,,,,3,0
85653,"The Praxis (Dread Empire's Fall, #1)",Walter Jon Williams,"Williams, Walter Jon",,"=""038082020X""","=""9780380820207""",0,William Morrow Paperbacks,Paperback,448,2003,2002,,2023/01/28,to-read,to-read (#183),to-read,,,,0,0
5574571,Millennium: The End of the World and the Forging of Christendom,Tom Holland,"Holland, Tom",,"=""0316732451""","=""9780316732451""",0,Abacus,Hardcover,476,2008,2008,,2023/01/28,to-read,to-read (#182),to-read,,,,0,0
103749,Persian Fire: The First World Empire and the Battle for the West,Tom Holland,"Holland, Tom",,"=""0385513119""","=""9780385513111""",0,Doubleday,Hardcover,418,2006,2005,,2023/01/28,to-read,to-read (#181),to-read,,,,0,0
57007979,Firepower: How Weapons Shaped Warfare,Paul Lockhart,"Lockhart, Paul",,"=""1541672968""","=""9781541672963""",4,Basic Books,Hardcover,624,2021,2021,2023/01/21,2023/01/07,,,read,,,,1,0
60784549,In the Lives of Puppets,T.J. Klune,"Klune, T.J.",,"=""125021744X""","=""9781250217448""",0,Tor Books,Hardcover,432,2023,2023,,2023/01/18,to-read,to-read (#180),to-read,,,,0,0
60849675,Weaponized,Neal Asher,"Asher, Neal",,"=""1761261835""","=""9781761261831""",0,Tor UK,Kindle Edition,0,2022,2022,,2023/01/18,to-read,to-read (#179),to-read,,,,0,0
305552,Alexander the Great: Journey to the End of the Earth,Norman F. Cantor,"Cantor, Norman F.",,"=""0060570121""","=""9780060570125""",3,HarperCollins,Hardcover,192,2005,2005,2023/01/08,2023/01/07,,,read,,,,1,0
20697540,Mars Rover Curiosity: An Inside Account from Curiosity's Chief Engineer,Rob Manning,"Manning, Rob",William   L.   Simon,"=""1588344738""","=""9781588344731""",5,Smithsonian Books,Hardcover,240,2014,2014,2023/01/05,2022/12/30,,,read,,,,1,0
51728241,How To Be An F1 Driver: My Guide To Life In The Fast Lane,Jenson Button,"Button, Jenson",,"=""1788702638""","=""9781788702638""",4,Blink Publishing,Kindle Edition,360,2019,,2022/10/22,2022/10/22,,,read,,,,1,0
57727320,Barbarians of the Beyond,Matthew Hughes,"Hughes, Matthew",,"=""""","=""""",4,Spatterlight Press,Paperback,187,2021,,2022/10/18,2022/10/12,,,read,,,,1,0
6088007,"Neuromancer (Sprawl, #1)",William Gibson,"Gibson, William",Jack Womack,"=""""","=""""",5,Ace,Kindle Edition,268,2018,1984,2022/10/12,2022/10/12,,,read,,,,1,0
60303747,The Captain's Daughter (Arkship #2),Peter F. Hamilton,"Hamilton, Peter F.",,"=""""","=""""",3,Tantor Audio,Audible Audio,,2022,2022,2022/09/22,2022/08/10,,,read,,,,1,0
56905437,A Hole in the Sky (Arkship #1),Peter F. Hamilton,"Hamilton, Peter F.",Elizabeth Klett,"=""1705245293""","=""9781705245293""",4,Tantor Audio,Audiobook,10,2021,2021,2022/08/10,2022/08/02,,,read,,,,1,0
58950674,"Eyes of the Void (The Final Architecture, #2)",Adrian Tchaikovsky,"Tchaikovsky, Adrian",,"=""1668604906""","=""9781668604908""",4,Orbit,ebook,596,2022,2022,2022/08/02,2022/07/02,,,read,,,,1,0
55278507,"Shards of Earth (The Final Architecture, #1)",Adrian Tchaikovsky,"Tchaikovsky, Adrian",Sophie Aldred,"=""1549106392""","=""9781549106392""",4,Orbit,Audiobook,,2021,2021,2022/07/02,2021/12/18,,,read,,,,1,0
27003,"The Eyre Affair (Thursday Next, #1)",Jasper Fforde,"Fforde, Jasper",,"=""0142001805""","=""9780142001806""",0,Penguin Books,Paperback,374,2003,2001,,2022/07/02,,,read,,,,1,0
27000,"Lost in a Good Book (Thursday Next, #2)",Jasper Fforde,"Fforde, Jasper",,"=""0142004030""","=""9780142004036""",0,Penguin Books,Paperback,399,2004,2002,,2022/07/02,,,read,,,,1,0
2113260,"Shades of Grey (Shades of Grey, #1)",Jasper Fforde,"Fforde, Jasper",,"=""0670019631""","=""9780670019632""",0,Viking,Hardcover,390,2009,2009,,2022/07/02,to-read,to-read (#178),to-read,,,,0,0
25943766,"Master of Furies (The Firemane Saga, #3)",Raymond E. Feist,"Feist, Raymond E.",,"=""""","=""""",0,,,487,,2022,,2022/06/13,to-read,to-read (#177),to-read,,,,0,0
51930485,"Queen of Storms (The Firemane Saga, #2)",Raymond E. Feist,"Feist, Raymond E.",,"=""0062315811""","=""9780062315816""",0,Harper Voyager,Hardcover,437,2020,2020,,2022/06/13,to-read,to-read (#176),to-read,,,,0,0
18505747,"King of Ashes (The Firemane Saga, #1)",Raymond E. Feist,"Feist, Raymond E.",,"=""0061468452""","=""9780061468452""",0,Harper Voyager,Hardcover,499,2018,2018,,2022/06/13,to-read,to-read (#175),to-read,,,,0,0
40701780,"The Wisdom of Crowds (The Age of Madness, #3)",Joe Abercrombie,"Abercrombie, Joe",,"=""0575095970""","=""9780575095977""",5,Gollancz,Paperback,520,2021,2021,2022/05/15,2022/05/14,,,read,,,,1,0
40701777,"The Trouble with Peace (The Age of Madness, #2)",Joe Abercrombie,"Abercrombie, Joe",,"=""0575095911""","=""9780575095915""",5,Gollancz,Hardcover,506,2020,2020,2022/05/14,2022/05/03,,,read,,,,1,0
35606041,"A Little Hatred (The Age of Madness, #1)",Joe Abercrombie,"Abercrombie, Joe",,"=""031618716X""","=""9780316187169""",5,Orbit,Hardcover,480,2019,2019,2022/04/27,2019/10/02,,,read,,,,1,0
40718726,Genghis Khan and the Making of the Modern World,Jack Weatherford,"Weatherford, Jack",,"=""""","=""9780609809648""",4,Broadway Books,Kindle Edition,352,2018,2004,2022/04/04,2022/03/24,,,read,,,,1,0
54493401,Project Hail Mary,Andy Weir,"Weir, Andy",,"=""0593135202""","=""9780593135204""",4,Ballantine Books,Hardcover,476,2021,2021,2022/03/24,2021/12/18,,,read,,,,1,0
57094295,Termination Shock,Neal Stephenson,"Stephenson, Neal",,"=""0063028050""","=""9780063028050""",5,William Morrow,Hardcover,708,2021,2021,2022/03/12,2022/02/19,,,read,,,,1,0
8355154,"Lewis Carroll's ""Alice's Adventures in Wonderland""",Lewis Carroll,"Carroll, Lewis","Thomas Adamo, Family Edition","=""1451523831""","=""9781451523836""",0,CreateSpace Independent Publishing Platform,Paperback,132,2010,1865,,2012/12/26,,,read,,,,1,0
40803025,Cage of Souls,Adrian Tchaikovsky,"Tchaikovsky, Adrian",,"=""""","=""""",4,Head of Zeus,Hardcover,608,2019,2019,2022/02/19,2021/12/18,,,read,,,,1,0
17910048,"The Goblin Emperor (The Chronicles of Osreth, #1)",Katherine Addison,"Addison, Katherine",,"=""076532699X""","=""9780765326997""",0,Tor Books,Hardcover,446,2014,2014,,2022/01/19,to-read,to-read (#174),to-read,,,,0,0
49088677,"How to Rule an Empire and Get Away with It (The Siege, #2)",K.J. Parker,"Parker, K.J.",,"=""031649867X""","=""9780316498678""",4,Orbit,Paperback,354,2020,2020,2021/12/18,2021/11/26,,,read,,,,1,0
56097208,"Artifact Space (Arcana Imperii, #1)",Miles  Cameron,"Cameron, Miles",,"=""""","=""""",0,Gollancz,Kindle Edition,578,2021,2021,,2021/12/18,to-read,to-read (#173),to-read,,,,0,0
50663055,Elder Race (Elder Race #1),Adrian Tchaikovsky,"Tchaikovsky, Adrian",,"=""1250768721""","=""9781250768728""",0,Tordotcom,Paperback,199,2021,2021,,2021/12/18,to-read,to-read (#172),to-read,,,,0,0
48897284,"A Practical Guide to Conquering the World (The Siege, #3)",K.J. Parker,"Parker, K.J.",,"=""0316498610""","=""9780316498616""",0,Orbit,Paperback,350,2022,2022,,2021/11/26,to-read,to-read (#171),to-read,,,,0,0
37946419,"Sixteen Ways to Defend a Walled City (The Siege, #1)",K.J. Parker,"Parker, K.J.",,"=""0316270792""","=""9780316270793""",5,Orbit,Paperback,350,2019,2019,2021/11/05,2021/11/05,,,read,,,,1,0
10837966,"Tribune of Rome (Vespasian, #1)",Robert Fabbri,"Fabbri, Robert",,"=""1848879091""","=""9781848879096""",0,Corvus,Hardcover,384,2011,2011,,2021/11/23,to-read,to-read (#170),to-read,,,,0,0
10439434,"Hannibal: Enemy of Rome (Hannibal, #1)",Ben Kane,"Kane, Ben",,"=""184809227X""","=""9781848092273""",0,Preface Publishing,Hardcover,464,2011,2011,,2021/11/23,to-read,to-read (#169),to-read,,,,0,0
11072524,"The Caspian Gates (Warrior of Rome, #4)",Harry Sidebottom,"Sidebottom, Harry",,"=""0718155912""","=""9780718155919""",0,Michael Joseph,Hardcover,450,2011,2011,,2021/11/23,to-read,to-read (#168),to-read,,,,0,0
13636550,"The Wolves of the North (Warrior of Rome, #5)",Harry Sidebottom,"Sidebottom, Harry",,"=""0718155939""","=""9780718155933""",0,Michael Joseph,Hardcover,432,2012,2012,,2021/11/23,to-read,to-read (#167),to-read,,,,0,0
17830611,"The Amber Road (Warrior of Rome, #6)",Harry Sidebottom,"Sidebottom, Harry",,"=""0141935286""","=""9780141935287""",0,Penguin,Kindle Edition,476,2013,2013,,2021/11/23,to-read,to-read (#166),to-read,,,,0,0
36374766,The Last Hour (Warrior of Rome #7),Harry Sidebottom,"Sidebottom, Harry",,"=""1785764217""","=""9781785764219""",0,Zaffre,Hardcover,400,2018,,,2021/11/23,to-read,to-read (#165),to-read,,,,0,0
34002132,"Oathbringer (The Stormlight Archive, #3)",Brandon Sanderson,"Sanderson, Brandon",,"=""""","=""""",3,Tor Books,Hardcover,1248,2017,2017,2021/08/08,2021/11/05,,,read,,,,1,0
17332218,"Words of Radiance (The Stormlight Archive, #2)",Brandon Sanderson,"Sanderson, Brandon",,"=""0765326361""","=""9780765326362""",4,Tor Books,Hardcover,1088,2014,2014,2021/08/05,2021/07/04,,,read,,,,1,0
7235533,"The Way of Kings (The Stormlight Archive, #1)",Brandon Sanderson,"Sanderson, Brandon",,"=""0765326353""","=""9780765326355""",4,Tor Books,Hardcover,1007,2010,2010,2021/07/04,2021/06/03,,,read,,,,1,0
12016,"Look to Windward (Culture, #7)",Iain M. Banks,"Banks, Iain M.",,"=""0743421922""","=""9780743421928""",5,Pocket Books/Simon & Schuster (NY),Mass Market Paperback,496,2002,2000,,2012/12/26,,,read,,,,1,0
886066,"Matter (Culture, #8)",Iain M. Banks,"Banks, Iain M.",,"=""1841494186""","=""9781841494180""",5,Orbit,Trade Paperback,593,2008,2008,,2012/12/26,,,read,,,,2,0
7937744,"Surface Detail (Culture, #9)",Iain M. Banks,"Banks, Iain M.",,"=""0316123404""","=""9780316123402""",5,Orbit/Hachette Book Group ,Hardcover,627,2010,2010,2021/04/09,2021/04/03,,,read,,,,1,0
33958124,"Columbus Day (Expeditionary Force, #1)",Craig Alanson,"Alanson, Craig",R.C. Bray,"=""""","=""""",4,Podium Publishing,Audible Audio,17,2016,2016,2018/12/17,2018/11/23,,,read,,,,1,0
7968033,"Lion of the Sun (Warrior of Rome, #3)",Harry Sidebottom,"Sidebottom, Harry",,"=""0718153324""","=""9780718153328""",5,Michael Joseph,Hardcover,381,2010,2010,2021/01/19,2020/08/26,,,read,,,,1,0
6698597,"King of Kings (Warrior of Rome, #2)",Harry Sidebottom,"Sidebottom, Harry",,"=""0718153316""","=""9780718153311""",5,Michael Joseph,Hardcover,395,2009,2009,2020/12/16,2020/08/26,,,read,,,,1,0
3979407,"Fire in the East (Warrior of Rome, #1)",Harry Sidebottom,"Sidebottom, Harry",,"=""0718153294""","=""9780718153298""",5,Michael Joseph,Hardcover,432,2008,2008,2020/11/01,2020/08/26,,,read,,,,1,0
