Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
423194,"Soul Music (Discworld, #16)",Terry Pratchett,"Pratchett, Terry",,"=""0061054895""","=""9780061054891""",0,HarperTorch,Mass Market Paperback,373,2003,1994,,2012/12/26,to-read,to-read (#25),to-read,,,,0,0
596897,"The Last Hero: A Discworld Fable (Discworld, #27)",Terry Pratchett,"Pratchett, Terry",Paul Kidby,"=""0061040967""","=""9780061040962""",0,Harper,Hardcover,160,2001,2001,,2012/12/26,to-read,to-read (#23),to-read,,,,0,0
2429032,The Folklore of Discworld,Terry Pratchett,"Pratchett, Terry",Jacqueline Simpson,"=""0385611005""","=""9780385611008""",0,Doubleday,Hardcover,372,2008,2008,,2012/12/26,to-read,to-read (#21),to-read,,,,0,0
181010,The Dark Side of the Sun,Terry Pratchett,"Pratchett, Terry",,"=""0552133264""","=""9780552133265""",0,Corgi Books,Mass Market Paperback,235,2002,1976,,2012/12/26,to-read,to-read (#20),to-read,,,,0,0
149864,The Wit and Wisdom of Discworld,Terry Pratchett,"Pratchett, Terry",Stephen Briggs,"=""0061370509""","=""9780061370502""",0,Harper,Hardcover,360,2007,2007,,2012/12/26,to-read,to-read (#19),to-read,,,,0,0
34484,"Small Gods (Discworld, #13)",Terry Pratchett,"Pratchett, Terry",,"=""0552152978""","=""9780552152976""",5,Corgi,Paperback,389,2005,1992,,2012/12/26,,,read,,,,1,0
6250169,"Unseen Academicals (Discworld, #37; Rincewind, #8)",Terry Pratchett,"Pratchett, Terry",,"=""0061161705""","=""9780061161704""",0,HarperCollins,Hardcover,417,2009,2009,,2012/12/26,to-read,to-read (#17),to-read,,,,0,0
149865,"The Light Fantastic (Discworld, #2)",Terry Pratchett,"Pratchett, Terry",,"=""0060855886""","=""9780060855888""",0,Harper,Paperback,252,2005,1986,,2012/12/26,to-read,to-read (#24),to-read,,,,0,0
596886,"The Last Continent (Discworld, #22)",Terry Pratchett,"Pratchett, Terry",,"=""0385409893""","=""9780385409896""",0,Transworld Publishers,Hardcover,281,1998,1998,,2012/12/26,to-read,to-read (#22),to-read,,,,0,0
513535,"Witches Abroad (Discworld, #12)",Terry Pratchett,"Pratchett, Terry",,"=""0451452259""","=""9780451452252""",0,Ace,Paperback,320,1993,1991,,2012/12/26,to-read,to-read (#18),to-read,,,,0,0
48002,"Thief of Time (Discworld, #26; Death, #5)",Terry Pratchett,"Pratchett, Terry",,"=""0061031321""","=""9780061031328""",0,HarperTorch,Paperback,378,2008,2001,,2012/12/26,,,read,,,,1,0
34493,Strata,Terry Pratchett,"Pratchett, Terry",,"=""0552133256""","=""9780552133258""",0,Corgi Books,Mass Market Paperback,204,1988,1981,,2012/12/26,,,read,,,,1,0
618207,"Sourcery (Discworld, #5)",Terry Pratchett,"Pratchett, Terry",,"=""""","=""""",0,Corgi Books,Paperback,270,1989,1988,,2012/12/26,,,read,,,,1,0
34516,"Pyramids (Discworld, #7)",Terry Pratchett,"Pratchett, Terry",,"=""0451450442""","=""9780451450449""",0,ROC (Penguin),Mass Market Paperback,304,1989,1989,,2012/12/26,,,read,,,,1,0
567674,"Reaper Man (Discworld, #11)",Terry Pratchett,"Pratchett, Terry",,"=""0451451686""","=""9780451451682""",0,Ace,Mass Market Paperback,336,1992,1991,,2012/12/26,,,read,,,,1,0
763504,"Moving Pictures (Discworld, #10)",Terry Pratchett,"Pratchett, Terry",,"=""006102063X""","=""9780061020636""",0,Harper,Mass Market Paperback,337,2002,1990,,2012/12/26,,,read,,,,1,0
759837,"Night Watch (Discworld, #29)",Terry Pratchett,"Pratchett, Terry",Stephen Briggs,"=""0060013125""","=""9780060013127""",0,HarperTorch,Mass Market Paperback,408,2003,2002,,2012/12/26,,,read,,,,1,0
828352,"Mort (Discworld, #4; Death, #1)",Terry Pratchett,"Pratchett, Terry",,"=""""","=""""",0,Corgi Books,Paperback,272,1988,1987,,2012/12/26,,,read,,,,1,0
400354,"Men at Arms (Discworld, #15; City Watch, #2)",Terry Pratchett,"Pratchett, Terry",,"=""0061092193""","=""9780061092190""",0,HarperPrism,Mass Market Paperback,377,2003,1993,,2012/12/26,,,read,,,,1,0
7739862,"I Shall Wear Midnight (Discworld, #38)",Terry Pratchett,"Pratchett, Terry",,"=""0061433047""","=""9780061433047""",0,Harper,Hardcover,355,2010,2010,,2012/12/26,,,read,,,,1,0
884288,"Interesting Times (Discworld, #17; Rincewind, #5)",Terry Pratchett,"Pratchett, Terry",,"=""0061056901""","=""9780061056901""",0,HarperTorch,Mass Market Paperback,368,1998,1994,,2012/12/26,,,read,,,,1,0
64216,"Guards! Guards! (Discworld, #8; City Watch, #1)",Terry Pratchett,"Pratchett, Terry",,"=""0061020648""","=""9780061020643""",0,HarperTorch,Mass Market Paperback,376,2001,1989,,2012/12/26,,,read,,,,1,0
34527,"Feet of Clay (Discworld, #19; City Watch, #3)",Terry Pratchett,"Pratchett, Terry",,"=""0552153257""","=""9780552153256""",0,Corgi,Paperback,368,2005,1996,,2012/12/26,,,read,,,,1,0
64218,"Eric (Discworld, #9; Rincewind, #4)",Terry Pratchett,"Pratchett, Terry",,"=""0380821214""","=""9780380821211""",0,Harper,Mass Market Paperback,197,2008,1990,,2012/12/26,,,read,,,,1,0
69448,"Beowulf's Children (Heorot, #2)",Larry Niven,"Niven, Larry","Jerry Pournelle, Steven Barnes","=""0812524969""","=""9780812524963""",0,Tor Science Fiction,Paperback,512,1996,1995,,2012/12/26,,,read,,,,1,0
1464198,"The Dragons of Heorot (Heorot, #2)",Niven; Barnes; Pournelle,"Pournelle, Niven; Barnes;",,"=""0575056592""","=""9780575056596""",0,Gollancz,Hardcover,448,1995,1995,,2012/12/26,,,read,,,,1,0
386366,"Equal Rites (Discworld, #3)",Terry Pratchett,"Pratchett, Terry",,"=""0061020699""","=""9780061020698""",0,HarperTorch,Mass Market Paperback,213,2000,1987,,2012/12/26,,,read,,,,1,0
16185567,Einstein's Shutter,Vincent Yanez,"Yanez, Vincent",,"=""1468192558""","=""9781468192551""",0,CreateSpace Independent Publishing Platform,Paperback,376,2012,2009,,2012/12/26,,,read,,,,1,0
2963,The Adventures of Huckleberry Finn,Mark Twain,"Twain, Mark",Robert G. O'Meally,"=""159308000X""","=""9781593080006""",0,Barnes & Noble 2003-09-01,Paperback,368,2003,1885,,2012/12/26,,,read,,,,1,0
40992,Shadow & Claw,Gene Wolfe,"Wolfe, Gene",,"=""0312890176""","=""9780312890179""",0,Orb Books,Paperback,413,1994,1994,,2012/12/26,to-read,to-read (#16),to-read,,,,0,0
1126508,"Old Man's War (Old Man's War, #1)",John Scalzi,"Scalzi, John",,"=""0330452169""","=""9780330452168""",0,Tor Science Fiction,Paperback,318,2007,2005,,2012/12/26,to-read,to-read (#14),to-read,,,,0,0
77711,"A Fire Upon the Deep (Zones of Thought, #1)",Vernor Vinge,"Vinge, Vernor",,"=""0812515285""","=""9780812515282""",0,Tor Science Fiction,Mass Market Paperback,613,1993,1992,,2012/12/26,to-read,to-read (#15),to-read,,,,0,0
7082035,"Iron Council (New Crobuzon, #3)",China Miéville,"Miéville, China",,"=""0345478541""","=""9780345478542""",0,Del Rey,Kindle Edition,576,2004,2004,,2012/12/26,to-read,to-read (#11),to-read,,,,0,0
164154,"A Canticle for Leibowitz (St. Leibowitz, #1)",Walter M. Miller Jr.,"Jr., Walter M. Miller",Mary Doria Russell,"=""0060892994""","=""9780060892999""",0,Eos,Paperback,334,2006,1959,,2012/12/26,to-read,to-read (#12),to-read,,,,0,0
13449455,Blue Remembered Earth,Alastair Reynolds,"Reynolds, Alastair",,"=""0575088311""","=""9780575088313""",0,Gollancz,ebook,665,2012,2012,,2012/12/26,to-read,to-read (#13),to-read,,,,0,0
403305,Stranger in a Strange Land,Robert A. Heinlein,"Heinlein, Robert A.",,"=""0441790348""","=""9780441790340""",0,Ace Books,Mass Market Paperback,438,1987,1961,,2012/12/26,to-read,to-read (#9),to-read,,,,0,0
13422727,"A Dance with Dragons (A Song of Ice and Fire, #5)",George R.R. Martin,"Martin, George R.R.",,"=""0553801473""","=""9780553801477""",0,Bantam,Hardcover,1016,2011,2011,,2012/12/26,to-read,to-read (#10),to-read,,,,0,0
9924406,Forever Free,Joe Haldeman,"Haldeman, Joe",,"=""0606197052""","=""9780606197052""",0,Demco Media,Paperback,0,2000,1999,,2012/12/26,to-read,to-read (#7),to-read,,,,0,0
2170016,"Polity Agent (Agent Cormac, #4)",Neal Asher,"Asher, Neal",,"=""1405054980""","=""9781405054980""",0,Tor - UK,Hardcover,496,2006,2006,,2012/12/26,to-read,to-read (#5),to-read,,,,0,0
6114310,"Line War (Agent Cormac, #5)",Neal Asher,"Asher, Neal",,"=""033044154X""","=""9780330441544""",0,Pan Macmillan,Mass Market Paperback,566,2009,2008,,2012/12/26,to-read,to-read (#4),to-read,,,,0,0
414091,"Brass Man (Agent Cormac, #3)",Neal Asher,"Asher, Neal",,"=""0765317311""","=""9780765317315""",0,Tor Books,Paperback,496,2007,2005,,2012/12/26,to-read,to-read (#2),to-read,,,,0,0
118007,The Dispossessed,Ursula K. Le Guin,"Guin, Ursula K. Le",,"=""""","=""""",0,Harper Perennial Classics,Paperback,387,2003,1974,,2012/12/26,to-read,to-read (#6),to-read,,,,0,0
104,"Dune (Dune Chronicles, #1)",Frank Patrick Herbert,"Herbert, Frank Patrick",Brian Herbert,"=""""","=""""",5,Ace Books,Paperback,528,2005,1965,,2012/12/26,,,read,,,,1,0
7154515,Red Mars,Kim Stanley Robinson,"Robinson, Kim Stanley",,"=""0553898272""","=""9780553898279""",4,Spectra,ebook,640,2003,1992,,2012/12/26,,,read,,,,1,0
1903886,The Mote in God's Eye,Larry Niven,"Niven, Larry",Jerry Pournelle,"=""067149175X""","=""9780671491758""",5,Pocket,Paperback,560,1983,1974,,2012/12/26,,,read,,,,1,0
11523727,The Difference Engine,William Gibson,"Gibson, William",Bruce Sterling,"=""0345532589""","=""9780345532589""",4,Spectra,Kindle Edition,512,2011,1990,,2012/12/26,,,read,,,,0,0
1086491,Snow Crash,Neal Stephenson,"Stephenson, Neal",,"=""0553898191""","=""9780553898194""",5,Bantam Books,ebook,467,2003,1992,,2012/12/26,,,read,,,,1,0
9789,A Walk in the Woods: Rediscovering America on the Appalachian Trail,Bill Bryson,"Bryson, Bill",,"=""0767902521""","=""9780767902526""",0,Crown,Paperback,276,1999,1998,,2012/12/26,,,read,,,,1,0
2913803,"Anvil of Stars (Forge of God, #2)",Greg Bear,"Bear, Greg",,"=""0765318148""","=""9780765318145""",0,Orb Books,Paperback,448,2008,1992,,2012/12/26,,,read,,,,1,0
535073,"Consider Phlebas (Culture, #1)",Iain M. Banks,"Banks, Iain M.",,"=""031600538X""","=""9780316005388""",0,Orbit,Paperback,527,2008,1987,,2012/12/26,,,read,,,,1,0
6094305,Against A Dark Background,Iain M. Banks,"Banks, Iain M.",,"=""0316036374""","=""9780316036375""",0,Orbit,Paperback,613,2009,1993,,2012/12/26,,,read,,,,1,0
6436659,Transition,Iain M. Banks,"Banks, Iain M.",,"=""0316071986""","=""9780316071987""",0,Orbit,Hardcover,404,2009,2009,,2012/12/26,,,read,,,,1,0
532705,The Great Shark Hunt,Hunter S. Thompson,"Thompson, Hunter S.",,"=""0446314404""","=""9780446314404""",0,Grand Central Pub,Mass Market Paperback,704,1982,1979,,2012/12/26,,,read,,,,1,0
596878,"A Hat Full of Sky (Discworld, #32)",Terry Pratchett,"Pratchett, Terry",,"=""0060586605""","=""9780060586607""",0,Clarion Books,Hardcover,278,2004,2004,,2012/12/26,,,read,,,,1,0
8785374,"Snuff (Discworld, #39; City Watch, #8)",Terry Pratchett,"Pratchett, Terry",,"=""""","=""""",0,Doubleday UK,Hardcover,378,2011,2011,,2012/12/26,,,read,,,,1,0
567653,"The Fifth Elephant (Discworld, #24)",Terry Pratchett,"Pratchett, Terry",,"=""0061020400""","=""9780061020407""",0,HarperCollins Publishers Inc t/a HarperTorch,Mass Market Paperback,370,2001,1999,,2012/12/26,,,read,,,,1,0
1191782,"Carpe Jugulum (Discworld, #23)",Terry Pratchett,"Pratchett, Terry",,"=""0613277619""","=""9780613277617""",0,Turtleback Books,School & Library Binding,,2000,1998,,2012/12/26,,,read,,,,1,0
1852732,"Broken Angels (Takeshi Kovacs, #2)",Richard K. Morgan,"Morgan, Richard K.",,"=""0575081252""","=""9780575081253""",0,Gollancz,Paperback,480,2008,2003,,2012/12/26,,,read,,,,1,0
89284,"Assholes Finish First (Tucker Max, #2)",Tucker Max,"Max, Tucker",,"=""1416938745""","=""9781416938743""",0,Gallery,Hardcover,404,2010,2008,,2012/12/26,,,read,,,,1,0
412732,The Dharma Bums,Jack Kerouac,"Kerouac, Jack",,"=""""","=""""",0,Penguin Books,Paperback,244,1986,1958,,2012/12/26,,,read,,,,1,0
7997543,Starship Troopers,Robert A. Heinlein,"Heinlein, Robert A.",,"=""1442015039""","=""9781442015036""",0,"Baker & Taylor, CATS",Library Binding,320,2009,1959,,2012/12/26,,,read,,,,1,0
393227,Children of Dune (Dune #3),Frank Patrick Herbert,"Herbert, Frank Patrick",,"=""0399116974""","=""9780399116971""",0,G.P. Putnam's Sons (NY),Hardcover,444,1976,1976,,2012/12/26,,,read,,,,1,0
3763,"Live and Let Die (James Bond, #2)",Ian Fleming,"Fleming, Ian",,"=""0142003239""","=""9780142003237""",0,Penguin Group,Paperback,229,2003,1954,,2012/12/26,,,read,,,,1,0
1495434,"Dune Messiah (Dune Chronicles, #2)",Frank Patrick Herbert,"Herbert, Frank Patrick",,"=""0441015611""","=""9780441015610""",0,Ace Hardcover,Hardcover,288,2008,1969,,2012/12/26,,,read,,,,1,0
98046,"Gridlinked (Agent Cormac #1, Polity Universe #3)",Neal Asher,"Asher, Neal",,"=""0765349051""","=""9780765349057""",0,Tor Science Fiction,Mass Market Paperback,423,2004,2001,,2012/12/26,,,read,,,,1,0
651799,Moby Dick,Lew Sayre Schwartz,"Schwartz, Lew Sayre","Herman Melville, Dick Giordano","=""0618265724""","=""9780618265725""",0,HMH Books for Young Readers,Paperback,48,2002,2002,,2012/12/26,,,read,,,,1,0
6632008,What the Dog Saw and Other Adventures,Malcolm Gladwell,"Gladwell, Malcolm",,"=""0316075841""","=""9780316075848""",0,"Little, Brown and Company",Hardcover,413,2009,2009,,2012/12/26,,,read,,,,1,0
13497991,"The Hydrogen Sonata (Culture, #10)",Iain M. Banks,"Banks, Iain M.",,"=""0356501507""","=""9780356501505""",5,Orbit,Hardcover,517,2012,2012,,2012/12/26,,,read,,,,1,0
10552338,Reamde,Neal Stephenson,"Stephenson, Neal",,"=""0061977969""","=""9780061977961""",5,William Morrow,Hardcover,1044,2011,2011,,2012/12/26,,,read,,,,1,0
866136,The Dreaming Void (Void #1),Peter F. Hamilton,"Hamilton, Peter F.",,"=""0345496531""","=""9780345496539""",5,Del Rey,Hardcover,630,2008,2007,,2012/12/26,,,read,,,,1,0
2845024,Anathem,Neal Stephenson,"Stephenson, Neal",,"=""0061474096""","=""9780061474095""",5,William Morrow,Hardcover,937,2008,2008,,2012/12/26,,,read,,,,1,0
920395,Only Forward,Michael Marshall Smith,"Smith, Michael Marshall",,"=""0006512666""","=""9780006512660""",0,HarperCollins Publishers,Paperback,310,1998,1994,,2012/12/26,to-read,to-read (#1),to-read,,,,0,0
21010,Spares,Michael Marshall Smith,"Smith, Michael Marshall",,"=""0006512674""","=""9780006512677""",5,HarperCollins,Paperback,317,1998,1996,,2012/12/26,,,read,,,,1,0
7670,"The Andromeda Strain (Andromeda, #1)",Michael Crichton,"Crichton, Michael",,"=""0060541814""","=""9780060541811""",5,Avon,Mass Market Paperback,327,2003,1969,,2012/12/26,,,read,,,,1,0
61179,Ringworld (Ringworld #1),Larry Niven,"Niven, Larry",,"=""0575077026""","=""9780575077027""",5,Gollancz,Paperback,288,2005,1970,,2012/12/26,,,read,,,,1,0
4981,Slaughterhouse-Five,Kurt Vonnegut Jr.,"Jr., Kurt Vonnegut",,"=""""","=""""",5,Dial Press,Paperback,275,1999,1969,,2012/12/26,,,read,,,,1,0
830,Snow Crash,Neal Stephenson,"Stephenson, Neal",,"=""0553380958""","=""9780553380958""",5,Bantam Books,Paperback,438,2000,1992,,2012/12/26,,,read,,,,1,0
45252,"Pandora's Star (Commonwealth Saga, #1)",Peter F. Hamilton,"Hamilton, Peter F.",Marta García Martínez,"=""0345461622""","=""9780345461629""",5,Del Rey,Hardcover,768,2005,2004,,2012/12/26,,,read,,,,1,0
40445,"Altered Carbon (Takeshi Kovacs, #1)",Richard K. Morgan,"Morgan, Richard K.",,"=""0345457692""","=""9780345457691""",5,Del Rey / Ballantine Books,Mass Market Paperback,526,2006,2002,,2012/12/26,,,read,,,,1,0
18630,"The Player of Games (Culture, #2)",Iain M. Banks,"Banks, Iain M.",,"=""0061053562""","=""9780061053566""",5,HarperCollins,Paperback,293,1997,1988,,2012/12/26,,,read,,,,1,0
234225,Dune (Dune #1),Frank Patrick Herbert,"Herbert, Frank Patrick",,"=""0340839937""","=""9780340839935""",5,Hodder,Paperback,604,2006,1965,,2012/12/26,,,read,,,,1,0
375802,"Ender’s Game (Ender's Saga, #1)",Orson Scott Card,"Card, Orson Scott",,"=""0812550706""","=""9780812550702""",5,Tor,Mass Market Paperback,324,2004,1985,,2012/12/26,,,read,,,,1,0
11,"The Hitchhiker’s Guide to the Galaxy (Hitchhiker's Guide to the Galaxy, #1)",Douglas Adams,"Adams, Douglas",,"=""""","=""""",5,Del Rey Books,Mass Market Paperback,216,2005,1979,,2012/12/26,,,read,,,,1,0
45244,Judas Unchained (Commonwealth Saga #2),Peter F. Hamilton,"Hamilton, Peter F.",Marta García Martínez,"=""0345461665""","=""9780345461667""",5,Del Rey,Hardcover,827,2006,2005,,2012/12/26,,,read,,,,1,0
